text,category
Fyi may putol na kable s daan s Abella.,utilities
PLEASE BE INFORMED THAT COMPOSTING FACILITY FOUL ODOR IN THE VICINITY OF CALAUAG.,waste_management
"Shoutout sa LGU, may putol na kable sa daan sa Diversion Road. Please actionan agad.",utilities
"Grabe naman, social pension payout schedule dito sa San Francisco! Ano na??",social_services
Help. ipis infestation s public market s Magsysy Avenue. Pls fix.,sanitation
Good day. We are requesting assistance because traffic rerouting confusion at Bicol Central Station.,traffic
"Sir/Ma'am, pa-check naman po ng Ateneo Avenue, solo parent benefits inquiry po kasi.",social_services
Formal complaint: drainage cover is missing located in Mabolo.,infrastructure
Formal complaint: nakatagilid na ang poste located in Pacol.,infrastructure
I would like to report that shocking electricity bill amount in Centro.,utilities
To the City Government: nawalan ng internet connection here in Santa Cruz. Please investigate.,utilities
Fyi stray dogs chasing people s Tabuco.,health
"Concerned lang po kami sa mga bata, dirty water supply form faucet dito sa SM Naga area.",utilities
"Concerned lang po kami sa mga bata, dead spot area for globe/smart dito sa San Isidro.",utilities
Urgent: nagsusunog ng plastic ng kapitbahay d2 s Plaza Rizal.,waste_management
Update po s traffic enforcer nngongotong s Lerma? Wala pa action.,traffic
"Concerned lang po kami sa mga bata, recycling inquiry dito sa Triangulo.",waste_management
I WOULD LIKE TO REPORT THAT LIVELIHOOD PROGRAM FOR MOTHERS IN NAGA CITY PEOPLE'S MALL.,employment
Reporting a concern regarding wala pa kaming natatanggap na ayuda at Liboton.,social_services
Reporting a concern regarding openings for construction workers at Centro.,employment
"Concerned lang po kami sa mga bata, financial aid for poor students dito sa Ateneo Avenue.",social_services
"Jusko, tanod sleeping on duty nanaman sa Panganiban Drive. Ilang araw na to.",public_safety
"Sir/Ma'am, pa-check naman po ng Triangulo, may putol na kable sa daan po kasi.",utilities
Urgent: basketball court needs renovation d2 s Calauag.,infrastructure
Good day. We are requesting assistance because walang sidewalk na madaanan at Carolina.,infrastructure
"Jusko, road obstruction by vendors nanaman sa Cararayan. Ilang araw na to.",traffic
Reporting a concern regarding bato-bato sa sasakyan incidents at Mabolo.,public_safety
Urgent: requesting police visibility d2 s Lerma.,public_safety
"Kami po ay taga Metropolitan Cathedral, report ko lang na may putol na kable sa daan.",utilities
"Jusko, dead spot area for globe/smart nanaman sa Calauag. Ilang araw na to.",utilities
Kailan po kaya maayos ang San Felipe? colorum vehicles operating po kasi.,traffic
Kailan po kaya maayos ang Carolina? collapsed riprap sa ilog po kasi.,infrastructure
Formal complaint: unpaid overtime pay located in Panganiban Drive.,employment
Pwede ba mag-reklamo? may patay na daga sa daan kasi sa Jesse Robredo Coliseum. Thanks.,sanitation
Huy pansinin niyo naman to. pest control request for barangay hall sa San Felipe. Nakaka-stress!,sanitation
Reporting a concern regarding may putol na kable sa daan at Carolina.,utilities
Good day. We are requesting assistance because traffic enforcer nangongotong at Dayangdang.,traffic
"grabe naman, senior citizen pension delay dito sa liboton! ano na??",social_services
Concern lng re: illegal jumper connection report s Ecology Park.,utilities
"Kami po ay taga Cararayan, report ko lang na contractualization issue.",employment
I would like to report that di hinahakot ang nabubulok in Metropolitan Cathedral.,waste_management
"Grabe naman, kailan ang schedule ng hakot dito sa Metropolitan Cathedral! Ano na??",waste_management
Kailan po kaya maayos ang Dayangdang? drag racing ng motor sa gabi po kasi.,public_safety
Anyone from city hall? financial aid for poor students here in Concepcion Pequeña. So hassle.,social_services
"Sir/Ma'am, pa-check naman po ng Triangulo, grabe ang traffic ngayon po kasi.",traffic
Magtatanong lang po regarding wala pa kaming natatanggap na ayuda sa Triangulo?,social_services
Fyi ipis infestation s public market s Peñafrancia.,sanitation
"Kami po ay taga Calauag, report ko lang na illegal parking sa kalsada.",traffic
Gud pm. basurahan s plaza puno na s Dayngdng. Tnx.,waste_management
"Grabe naman, defective solar lights dito sa Jesse Robredo Coliseum! Ano na??",infrastructure
Urgent: drag racing ng motor s gabi d2 s Naga City People's Mall.,public_safety
Good day. We are requesting assistance because requesting ambulance assistance at San Francisco.,health
Please be informed that road widening project delay in the vicinity of Plaza Rizal.,infrastructure
Report ko lng clogged drainage causing smell d2 s Liboton.,sanitation
Anyone from city hall? birthday cash gift for senior here in Abella. So hassle.,social_services
"Magtatanong lang po regarding busted ang street lights, madilim sa Del Rosario?",infrastructure
Help. sobrng dilim ng eskinita s San Francisco. Pls fix.,public_safety
"Shoutout sa LGU, tuberculosis medication out of stock sa Carolina. Please actionan agad.",health
Report ko lng sumabog ng transformer d2 s Cararayan.,utilities
I would like to report that status of scholarship application in San Francisco.,social_services
Update po s recycling inquiry s San Francisco? Wala pa action.,waste_management
"Ask ko lang po kung may action na, suspicious drug related activity kasi dito sa Dinaga.",public_safety
Report ko lng diarrhea outbreak due to dirty water d2 s SM Naga area.,health
Huy pansinin niyo naman to. sira ang bubong ng waiting shed sa Jesse Robredo Coliseum. Nakaka-stress!,infrastructure
Good day. We are requesting assistance because discrimination sa hiring process at Panganiban Drive.,employment
Report ko lng illegal dumping site s vacant lot d2 s SM Naga area.,waste_management
Parang wala namang action. collapsed riprap sa ilog pa rin sa Pacol.,infrastructure
Formal complaint: dumi ng aso sa sidewalk located in SM Naga area.,sanitation
"fyi busted ng street lights, madilim s concepcion pequeña.",infrastructure
"Grabe naman, burial assistance request dito sa Panicuason! Ano na??",social_services
Parang wala namang action. wala pa kaming natatanggap na ayuda pa rin sa Ecology Park.,social_services
Update po s contractualization issue s Lerma? Wala pa action.,employment
KAILAN PO KAYA MAAYOS ANG ABELLA? ILLEGAL PARKING SA KALSADA PO KASI.,traffic
Concern lng re: need oxygen tank assistance s Tinago.,health
Kailan po kaya maayos ang Cararayan? contractualization issue po kasi.,employment
Reporting a concern regarding low water pressure tuwing umaga at Panicuason.,utilities
"Kami po ay taga Bagumbayan, report ko lang na walang available na covid vaccine.",health
"Concerned lang po kami sa mga bata, schedule ng tuli operation dito sa Plaza Quince.",health
Report ko lng double parking s main road d2 s San Francisco.,traffic
"Grabe naman, inquiry for DOLE TUPAD program dito sa Sabang! Ano na??",employment
MAGTATANONG LANG PO REGARDING MABAHO ANG POULTRY SA RESIDENTIAL AREA SA SAN FELIPE?,sanitation
Urgent: bulky waste pickup request d2 s San Francisco.,waste_management
Formal complaint: unpaid overtime pay located in Calauag.,employment
Please be informed that falling debris from construction in the vicinity of Dinaga.,infrastructure
Pwede ba mag-reklamo? stray dogs chasing people kasi sa Concepcion Pequeña. Thanks.,health
URGENT: KAILAN NG SCHEDULE NG HAKOT D2 S DAYNGDNG.,waste_management
Reporting a concern regarding hindi dumaan ang garbage truck at Dayangdang.,waste_management
Parang wala namang action. nawalan ng internet connection pa rin sa UNC gate.,utilities
To the City Government: solo parent benefits inquiry here in Sabang. Please investigate.,social_services
To the City Government: livelihood program for mothers here in Peñafrancia. Please investigate.,employment
"Jusko, vawc desk assistance needed nanaman sa SM Naga area. Ilang araw na to.",social_services
Help. medical assistance for indigent s Lerma. Pls fix.,social_services
I would like to report that estero needs cleaning in Concepcion Grande.,sanitation
Concern lng re: walng benefits na binibigay s Liboton.,employment
Good day. We are requesting assistance because slippery pathway due to moss at Plaza Rizal.,infrastructure
Good day. We are requesting assistance because schedule ng tuli operation at Magsaysay Avenue.,health
Please be informed that di hinahakot ang nabubulok in the vicinity of Balatas.,waste_management
Urgent: suspicious drug related activity d2 s San Isidro.,public_safety
"Shoutout sa LGU, suspicious person taking photos sa Bicol Central Station. Please actionan agad.",public_safety
Pwede ba mag-reklamo? status of scholarship application kasi sa Centro. Thanks.,social_services
"sir/ma'am, pa-check naman po ng diversion road, birthday cash gift for senior po kasi.",social_services
To the City Government: may magnanakaw na umaaligid here in Ecology Park. Please investigate.,public_safety
Urgent: schedule ng tuli operation d2 s Del Rosrio.,health
I would like to report that estero needs cleaning in Metropolitan Cathedral.,sanitation
Huy pansinin niyo naman to. estero needs cleaning sa San Isidro. Nakaka-stress!,sanitation
Please be informed that snatching incident sa kanto in the vicinity of Concepcion Pequeña.,public_safety
Huy pansinin niyo naman to. unfair labor practice sa trabaho sa Concepcion Pequeña. Nakaka-stress!,employment
Fyi medical assistance for indigent s Santa Cruz.,social_services
Help. fluctuating ng kuryente s Jesse Robredo Coliseum. Pls fix.,utilities
Urgent: hindi dumaan ng garbage truck d2 s Tringulo.,waste_management
"Shoutout sa LGU, mabaho ang poultry sa residential area sa San Isidro. Please actionan agad.",sanitation
Urgent: unfinished road works causing traffic d2 s Pnganiban Drive.,infrastructure
Urgent: faded pedestrian lane markings d2 s Panicuason.,traffic
Kailan po kaya maayos ang Sabang? basurahan sa plaza puno na po kasi.,waste_management
I would like to report that riot ng mga kabataan kagabi in SM Naga area.,public_safety
Gud pm. masungit ng nurse s clinic s Bicol Central Station. Tnx.,health
Urgent: unfinished road works causing traffic d2 s San Francisco.,infrastructure
"Ask ko lang po kung may action na, dead spot area for globe/smart kasi dito sa Jesse Robredo Coliseum.",utilities
I would like to report that financial aid for poor students in Del Rosario.,social_services
REPORTING A CONCERN REGARDING SLIPPERY PATHWAY DUE TO MOSS AT SAN FRANCISCO.,infrastructure
To the City Government: congested intersection always here in Carolina. Please investigate.,traffic
"Sir/Ma'am, pa-check naman po ng Carolina, looking for summer job for students po kasi.",employment
"Concerned lang po kami sa mga bata, busted ang street lights, madilim dito sa Metropolitan Cathedral.",infrastructure
Good day. We are requesting assistance because faded pedestrian lane markings at Ateneo Avenue.,traffic
Huy pansinin niyo naman to. traffic rerouting confusion sa Tinago. Nakaka-stress!,traffic
report ko lng employer not paying sss contribution d2 s ateneo avenue.,employment
"Sir/Ma'am, pa-check naman po ng Panicuason, grabe ang traffic ngayon po kasi.",traffic
Report ko lng child abuse report d2 s Lerma.,social_services
Good day. We are requesting assistance because walang sidewalk na madaanan at Calauag.,infrastructure
Fyi status of scholarship application s Bagumbayan.,social_services
Parang wala namang action. drag racing ng motor sa gabi pa rin sa Tinago.,public_safety
"Kami po ay taga San Felipe, report ko lang na sira ang traffic light.",traffic
Huy pansinin niyo naman to. defective solar lights sa Naga City People's Mall. Nakaka-stress!,infrastructure
Pwede ba mag-reklamo? birthday cash gift for senior kasi sa Peñafrancia. Thanks.,social_services
Good day. We are requesting assistance because walang benefits na binibigay at Del Rosario.,employment
"Sir/Ma'am, pa-check naman po ng San Felipe, medical assistance for indigent po kasi.",social_services
I would like to report that kulang ang binigay na relief goods in Liboton.,social_services
Reporting a concern regarding illegal dumping site sa vacant lot at Ateneo Avenue.,waste_management
"Jusko, kailan ang schedule ng hakot nanaman sa Bagumbayan. Ilang araw na to.",waste_management
"CONCERNED LANG PO KAMI SA MGA BATA, MARAMING BATA ANG NILALAGNAT DITO SA NAGA CITY PEOPLE'S MALL.",health
"Kami po ay taga LCC Mall, report ko lang na illegal parking sa kalsada.",traffic
Gud pm. tanod sleeping on duty s Pacol. Tnx.,public_safety
"Jusko, road obstruction by vendors nanaman sa Mabolo. Ilang araw na to.",traffic
Huy pansinin niyo naman to. road widening project delay sa Metropolitan Cathedral. Nakaka-stress!,infrastructure
Kailan po kaya maayos ang Centro? colorum vehicles operating po kasi.,traffic
Gud pm. need namin ng schedule for anti-rabies s Igualdad. Tnx.,health
Update po s clogged drainage causing smell s Panicuason? Wala pa action.,sanitation
"Grabe naman, solo parent benefits inquiry dito sa San Felipe! Ano na??",social_services
"Shoutout sa LGU, walang available na covid vaccine sa San Francisco. Please actionan agad.",health
"Shoutout sa LGU, collapsed riprap sa ilog sa Del Rosario. Please actionan agad.",infrastructure
Kailan po kaya maayos ang Cararayan? drag racing ng motor sa gabi po kasi.,public_safety
"Sir/Ma'am, pa-check naman po ng Abella, brownout nanaman dito po kasi.",utilities
Urgent: puno na ng septic tank d2 s Peñafrancia.,sanitation
Fyi puno na ng septic tank s Igualdad.,sanitation
Reporting a concern regarding nagkalat na used face masks at Carolina.,sanitation
Gud pm. tumataas ng cases ng dengue s Abella. Tnx.,health
Good day. We are requesting assistance because dirty water supply form faucet at Panicuason.,utilities
To the City Government: falling debris from construction here in Abella. Please investigate.,infrastructure
Magtatanong lang po regarding penalty for littering inquiry sa Santa Cruz?,waste_management
Formal complaint: falling debris from construction located in Dinaga.,infrastructure
Huy pansinin niyo naman to. solo parent benefits inquiry sa Ecology Park. Nakaka-stress!,social_services
"Jusko, grabe ang traffic ngayon nanaman sa Concepcion Grande. Ilang araw na to.",traffic
Urgent: medical certificate request for indigent d2 s Lerma.,health
Anyone from city hall? grabe ang traffic ngayon here in Cararayan. So hassle.,traffic
"Kami po ay taga Plaza Quince, report ko lang na basura nakatambak sa harap ng school.",sanitation
Formal complaint: tesda training schedule inquiry located in Abella.,employment
Huy pansinin niyo naman to. feeding program request for kids sa Dayangdang. Nakaka-stress!,social_services
"Concerned lang po kami sa mga bata, walang sidewalk na madaanan dito sa Sabang.",infrastructure
"Ask ko lang po kung may action na, naghahanap ng trabaho kasi dito sa San Francisco.",employment
Report ko lng employer not paying SSS contribution d2 s Concepcion Grande.,employment
Gud pm. puno na ng septic tank s Sabng. Tnx.,sanitation
Report ko lng lost id replacement process d2 s Plaza Rizal.,social_services
"Shoutout sa LGU, colorum vehicles operating sa Del Rosario. Please actionan agad.",traffic
"Grabe naman, dumi ng aso sa sidewalk dito sa Plaza Quince! Ano na??",sanitation
I would like to report that walang benefits na binibigay in Peñafrancia.,employment
Please be informed that diarrhea outbreak due to dirty water in the vicinity of Concepcion Grande.,health
Formal complaint: social pension payout schedule located in Bagumbayan.,social_services
I would like to report that solo parent benefits inquiry in Tabuco.,social_services
"Concerned lang po kami sa mga bata, estero needs cleaning dito sa Plaza Rizal.",sanitation
Formal complaint: marumi ang tubig na lumalabas sa gripo located in San Isidro.,sanitation
Update po s unfinished road works causing traffic s SM Naga area? Wala pa action.,infrastructure
Fyi sobrng ingay ng videoke s Sabng.,public_safety
Kailan po kaya maayos ang Tabuco? composting facility foul odor po kasi.,waste_management
Formal complaint: tesda training schedule inquiry located in LCC Mall.,employment
Reporting a concern regarding financial aid for poor students at Calauag.,social_services
Urgent: amoy imbornal ng paligid d2 s Tringulo.,sanitation
"Shoutout sa LGU, basura nakatambak sa harap ng school sa Tabuco. Please actionan agad.",sanitation
Huy pansinin niyo naman to. bulky waste pickup request sa Panicuason. Nakaka-stress!,waste_management
To the City Government: birthday cash gift for senior here in Ecology Park. Please investigate.,social_services
Fyi contractualization issue s Sabng.,employment
Kailan po kaya maayos ang Liboton? bitak-bitak na ang pader po kasi.,infrastructure
Concern lng re: delayed ng sweldo ng workers s Jesse Robredo Coliseum.,employment
"Ask ko lang po kung may action na, fluctuating ang kuryente kasi dito sa Santa Cruz.",utilities
"Ask ko lang po kung may action na, drainage cover is missing kasi dito sa Cararayan.",infrastructure
Huy pansinin niyo naman to. vandalism sa pader ng school sa SM Naga area. Nakaka-stress!,public_safety
Concern lng re: maraming bata ng nilalagnat s San Isidro.,health
REPORTING A CONCERN REGARDING STATUS OF SCHOLARSHIP APPLICATION AT BICOL CENTRAL STATION.,social_services
Update po s ng lalim ng lubak s daan s Carolina? Wala pa action.,infrastructure
Report ko lng faded pedestrian lane markings d2 s San Francisco.,traffic
Magtatanong lang po regarding kailan ang next job fair sa Tabuco?,employment
"ASK KO LANG PO KUNG MAY ACTION NA, COMPOSTING FACILITY FOUL ODOR KASI DITO SA ECOLOGY PARK.",waste_management
Parang wala namang action. basura bumabara sa drainage pa rin sa Lerma.,waste_management
"Shoutout sa LGU, counter-flow na tricycle sa Ecology Park. Please actionan agad.",traffic
Urgent: counter-flow na tricycle d2 s Balatas.,traffic
Update po s kailan ng schedule ng hakot s Balatas? Wala pa action.,waste_management
Kailan po kaya maayos ang Plaza Quince? may putol na kable sa daan po kasi.,utilities
"Shoutout sa LGU, road widening project delay sa Santa Cruz. Please actionan agad.",infrastructure
Update po s inom s kalsda hnggng madaling araw s San Isidro? Wala pa action.,public_safety
Report ko lng need namin ng schedule for anti-rabies d2 s Metropolitan Cathedral.,health
"ASK KO LANG PO KUNG MAY ACTION NA, BASURA NAKATAMBAK SA HARAP NG SCHOOL KASI DITO SA LERMA.",sanitation
"kami po ay taga lerma, report ko lang na bitak-bitak na ang pader.",infrastructure
Kailan po kaya maayos ang Diversion Road? walang available na covid vaccine po kasi.,health
Pwede ba mag-reklamo? public toilet walang tubig at madumi kasi sa Sabang. Thanks.,sanitation
"Jusko, illegal parking sa kalsada nanaman sa Panganiban Drive. Ilang araw na to.",traffic
Update po s estero needs cleaning s Plaza Rizal? Wala pa action.,sanitation
"Kami po ay taga Bicol Central Station, report ko lang na may magnanakaw na umaaligid.",public_safety
Fyi walng garbage collector personnel s Magsysy Avenue.,waste_management
Formal complaint: discrimination sa hiring process located in Diversion Road.,employment
fyi walng doctor s health center s concepcion grande.,health
"Sir/Ma'am, pa-check naman po ng Panicuason, sira ang bubong ng waiting shed po kasi.",infrastructure
"jusko, illegal jumper connection report nanaman sa sabang. ilang araw na to.",utilities
"concerned lang po kami sa mga bata, dead spot area for globe/smart dito sa abella.",utilities
Huy pansinin niyo naman to. road widening project delay sa Peñafrancia. Nakaka-stress!,infrastructure
To the City Government: meter reading error complaint here in Ecology Park. Please investigate.,utilities
Formal complaint: suspicious person taking photos located in Ecology Park.,public_safety
Reporting a concern regarding tumataas ang cases ng dengue at Naga City People's Mall.,health
"Concerned lang po kami sa mga bata, barangay hall renovation request dito sa Panicuason.",infrastructure
Magtatanong lang po regarding tricycle overcharging fare sa San Francisco?,traffic
"Ask ko lang po kung may action na, tricycle overcharging fare kasi dito sa Centro.",traffic
Kailan po kaya maayos ang Naga City People's Mall? schedule ng tuli operation po kasi.,health
"Ask ko lang po kung may action na, paano kumuha ng pwd id kasi dito sa Magsaysay Avenue.",social_services
Reporting a concern regarding hindi dumaan ang garbage truck at UNC gate.,waste_management
Good day. We are requesting assistance because road obstruction by vendors at Panganiban Drive.,traffic
Good day. We are requesting assistance because di hinahakot ang nabubulok at LCC Mall.,waste_management
Urgent: drainage cover is missing d2 s San Francisco.,infrastructure
Kailan po kaya maayos ang San Isidro? may patay na daga sa daan po kasi.,sanitation
Fyi may magnanakaw na umaaligid s Dinaga.,public_safety
"Concerned lang po kami sa mga bata, status of scholarship application dito sa San Isidro.",social_services
Update po s fluctuating ng kuryente s Plaza Quince? Wala pa action.,utilities
Anyone from city hall? low water pressure tuwing umaga here in Jesse Robredo Coliseum. So hassle.,utilities
Gud pm. sobrng hina ng signal s Cararayan. Tnx.,utilities
Parang wala namang action. ang lalim ng lubak sa daan pa rin sa Triangulo.,infrastructure
"SHOUTOUT SA LGU, PUBLIC TOILET WALANG TUBIG AT MADUMI SA CENTRO. PLEASE ACTIONAN AGAD.",sanitation
To the City Government: road rage incident report here in Panganiban Drive. Please investigate.,traffic
Report ko lng recycling inquiry d2 s Balatas.,waste_management
"Grabe naman, livelihood program for mothers dito sa Cararayan! Ano na??",employment
help. employer not paying sss contribution s sm naga area. pls fix.,employment
report ko lng wala pa kaming natatnggap na ayuda d2 s mabolo.,social_services
"Kami po ay taga Sabang, report ko lang na sira ang bubong ng waiting shed.",infrastructure
Help. nagkalat na used face masks s Carolina. Pls fix.,sanitation
"Concerned lang po kami sa mga bata, discrimination sa hiring process dito sa Balatas.",employment
Report ko lng loading/unloading violation d2 s Centro.,traffic
To the City Government: road widening project delay here in Ecology Park. Please investigate.,infrastructure
"Shoutout sa LGU, suspicious person taking photos sa Cararayan. Please actionan agad.",public_safety
"Sir/Ma'am, pa-check naman po ng Magsaysay Avenue, snatching incident sa kanto po kasi.",public_safety
Urgent: road widening project delay d2 s Calauag.,infrastructure
Kailan po kaya maayos ang Ecology Park? social pension payout schedule po kasi.,social_services
Help. walng segregation policy s Bicol Central Station. Pls fix.,waste_management
parang wala namang action. cctv camera not working pa rin sa lcc mall.,infrastructure
Kailan po kaya maayos ang Dinaga? delayed ang sweldo ng workers po kasi.,employment
Report ko lng schedule ng tuli operation d2 s San Felipe.,health
"Kami po ay taga Pacol, report ko lang na hindi dumaan ang garbage truck.",waste_management
Good day. We are requesting assistance because sobrang dilim ng eskinita at Del Rosario.,public_safety
Help. unannounced water interruption s Metropolitan Cathedral. Pls fix.,utilities
Good day. We are requesting assistance because puno na ang septic tank at San Felipe.,sanitation
Report ko lng fluctuating ng kuryente d2 s Concepcion Pequeña.,utilities
I would like to report that status of scholarship application in Bicol Central Station.,social_services
"Kami po ay taga Plaza Rizal, report ko lang na inom sa kalsada hanggang madaling araw.",public_safety
Urgent: ubos na ng gamot s center d2 s Liboton.,health
"Jusko, brownout nanaman dito nanaman sa Triangulo. Ilang araw na to.",utilities
"Sir/Ma'am, pa-check naman po ng LCC Mall, suspicious person taking photos po kasi.",public_safety
Fyi road obstruction by vendors s Pnganiban Drive.,traffic
"Jusko, inquiry for DOLE TUPAD program nanaman sa Peñafrancia. Ilang araw na to.",employment
Concern lng re: cctv camera not working s Diversion Road.,infrastructure
"Sir/Ma'am, pa-check naman po ng Concepcion Pequeña, status of scholarship application po kasi.",social_services
"Sir/Ma'am, pa-check naman po ng San Felipe, drag racing ng motor sa gabi po kasi.",public_safety
Formal complaint: livelihood program for mothers located in Calauag.,employment
Parang wala namang action. basurahan sa plaza puno na pa rin sa Carolina.,waste_management
"Grabe naman, basketball court needs renovation dito sa Concepcion Pequeña! Ano na??",infrastructure
"Jusko, feeding program request for kids nanaman sa Concepcion Grande. Ilang araw na to.",social_services
Reporting a concern regarding unfinished road works causing traffic at Tinago.,infrastructure
KAILAN PO KAYA MAAYOS ANG MAGSAYSAY AVENUE? WALANG DOCTOR SA HEALTH CENTER PO KASI.,health
Help. discrimination s hiring process s Abella. Pls fix.,employment
"Sir/Ma'am, pa-check naman po ng SM Naga area, sobrang hina ng signal po kasi.",utilities
Report ko lng sobrng hina ng signal d2 s Pacol.,utilities
Gud pm. openings for construction workers s Del Rosrio. Tnx.,employment
Anyone from city hall? status of scholarship application here in Plaza Quince. So hassle.,social_services
TO THE CITY GOVERNMENT: GRABE ANG TRAFFIC NGAYON HERE IN CONCEPCION PEQUEÑA. PLEASE INVESTIGATE.,traffic
Parang wala namang action. unannounced water interruption pa rin sa San Francisco.,utilities
"Concerned lang po kami sa mga bata, sobrang hina ng signal dito sa Tabuco.",utilities
"Shoutout sa LGU, malnourished children feeding program sa Lerma. Please actionan agad.",health
Update po s nakatagilid na ng poste s Plaza Quince? Wala pa action.,infrastructure
Please be informed that water pipe leak sa kalsada in the vicinity of Dayangdang.,utilities
Please be informed that estero needs cleaning in the vicinity of Tabuco.,sanitation
To the City Government: basura bumabara sa drainage here in Balatas. Please investigate.,waste_management
"Reporting a concern regarding daming lamok, need fumigation at Sabang.",health
Fyi 4ps beneficiary inquiry s Plaza Rizal.,social_services
Anyone from city hall? sobrang dilim ng eskinita here in Plaza Quince. So hassle.,public_safety
"Ask ko lang po kung may action na, penalty for littering inquiry kasi dito sa Santa Cruz.",waste_management
Gud pm. dirty water supply form faucet s Calauag. Tnx.,utilities
Please be informed that walang available na covid vaccine in the vicinity of Panganiban Drive.,health
Fyi sobrng ingay ng videoke s Concepcion Pequeña.,public_safety
Reporting a concern regarding flu outbreak sa area namin at Balatas.,health
"Kami po ay taga Plaza Quince, report ko lang na meter reading error complaint.",utilities
Huy pansinin niyo naman to. tambak na basura sa kalsada sa Calauag. Nakaka-stress!,sanitation
Huy pansinin niyo naman to. sobrang ingay ng videoke sa Concepcion Pequeña. Nakaka-stress!,public_safety
I would like to report that counter-flow na tricycle in Panicuason.,traffic
To the City Government: discrimination sa hiring process here in Dinaga. Please investigate.,employment
Reporting a concern regarding tesda training schedule inquiry at Mabolo.,employment
Gud pm. medical assistance for indigent s Pacol. Tnx.,social_services
Magtatanong lang po regarding dirty water supply form faucet sa Magsaysay Avenue?,utilities
huy pansinin niyo naman to. traffic enforcer nangongotong sa bicol central station. nakaka-stress!,traffic
"JUSKO, COLORUM VEHICLES OPERATING NANAMAN SA SM NAGA AREA. ILANG ARAW NA TO.",traffic
Urgent: illegal parking s kalsda d2 s Plaza Quince.,traffic
"Concerned lang po kami sa mga bata, kulang ang binigay na relief goods dito sa Plaza Rizal.",social_services
To the City Government: kailan ang schedule ng hakot here in Dinaga. Please investigate.,waste_management
Update po s sobrng ingay ng videoke s Dinaga? Wala pa action.,public_safety
Update po s tricycle overcharging fare s Naga City People's Mall? Wala pa action.,traffic
Help. basurahan s plaza puno na s Metropolitan Cathedral. Pls fix.,waste_management
"to the city government: busted ang street lights, madilim here in carolina. please investigate.",infrastructure
PARANG WALA NAMANG ACTION. DIARRHEA OUTBREAK DUE TO DIRTY WATER PA RIN SA DEL ROSARIO.,health
Update po s wala pa kaming natatnggap na ayuda s Ateneo Avenue? Wala pa action.,social_services
Fyi clogged drainage causing smell s Concepcion Grande.,sanitation
Update po s suspicious drug related activity s Ecology Park? Wala pa action.,public_safety
Concern lng re: employer not paying SSS contribution s SM Naga area.,employment
Good day. We are requesting assistance because ipis infestation sa public market at Ateneo Avenue.,sanitation
Magtatanong lang po regarding requesting ambulance assistance sa Calauag?,health
parang wala namang action. need oxygen tank assistance pa rin sa panicuason.,health
Reporting a concern regarding illegal parking sa kalsada at Lerma.,traffic
"Ask ko lang po kung may action na, unsanitary street food vendors kasi dito sa Concepcion Pequeña.",sanitation
Good day. We are requesting assistance because di hinahakot ang nabubulok at Bagumbayan.,waste_management
Help. tricycle overcharging fare s Tringulo. Pls fix.,traffic
Anyone from city hall? pagtapon ng basura sa ilog here in Santa Cruz. So hassle.,waste_management
Help. falling debris from construction s Del Rosrio. Pls fix.,infrastructure
Help. drag racing ng motor s gabi s Abella. Pls fix.,public_safety
Parang wala namang action. slippery pathway due to moss pa rin sa Bicol Central Station.,infrastructure
Good day. We are requesting assistance because drag racing ng motor sa gabi at Peñafrancia.,public_safety
Anyone from city hall? water pipe leak sa kalsada here in UNC gate. So hassle.,utilities
Pwede ba mag-reklamo? traffic rerouting confusion kasi sa Magsaysay Avenue. Thanks.,traffic
"Kami po ay taga Abella, report ko lang na amoy imbornal ang paligid.",sanitation
"Ask ko lang po kung may action na, need oxygen tank assistance kasi dito sa Naga City People's Mall.",health
Reporting a concern regarding masungit ang nurse sa clinic at Triangulo.,health
Urgent: unfinished road works causing traffic d2 s Peñafrancia.,infrastructure
Help. feeding program request for kids s San Felipe. Pls fix.,social_services
Good day. We are requesting assistance because kulang ang binigay na relief goods at Tabuco.,social_services
Magtatanong lang po regarding estero needs cleaning sa Mabolo?,sanitation
"Kami po ay taga Jesse Robredo Coliseum, report ko lang na low water pressure tuwing umaga.",utilities
To the City Government: tanod sleeping on duty here in Cararayan. Please investigate.,public_safety
TO THE CITY GOVERNMENT: BITAK-BITAK NA ANG PADER HERE IN CONCEPCION GRANDE. PLEASE INVESTIGATE.,infrastructure
Good day. We are requesting assistance because shocking electricity bill amount at Liboton.,utilities
Please be informed that vandalism sa pader ng school in the vicinity of Ateneo Avenue.,public_safety
CONCERN LNG RE: WALNG GARBAGE COLLECTOR PERSONNEL S ATENEO AVENUE.,waste_management
"Shoutout sa LGU, masungit ang nurse sa clinic sa Mabolo. Please actionan agad.",health
Formal complaint: walang garbage collector personnel located in Diversion Road.,waste_management
I would like to report that unpaid overtime pay in Dayangdang.,employment
"Sir/Ma'am, pa-check naman po ng Abella, child abuse report po kasi.",social_services
Magtatanong lang po regarding di hinahakot ang nabubulok sa San Francisco?,waste_management
"Sir/Ma'am, pa-check naman po ng Lerma, marumi ang tubig na lumalabas sa gripo po kasi.",sanitation
Magtatanong lang po regarding suspicious drug related activity sa Concepcion Pequeña?,public_safety
"Ask ko lang po kung may action na, may magnanakaw na umaaligid kasi dito sa Cararayan.",public_safety
Urgent: walng available na covid vaccine d2 s UNC gate.,health
Huy pansinin niyo naman to. medical certificate request for indigent sa Dayangdang. Nakaka-stress!,health
