text,category
Gud pm. maraming bata ng nilalagnat s San Felipe. Tnx.,health
Reporting a concern regarding collapsed riprap sa ilog at UNC gate.,infrastructure
Concern lng re: hindi dumaan ng garbage truck s Balatas.,waste_management
I would like to report that basketball court needs renovation in Ateneo Avenue.,infrastructure
PWEDE BA MAG-REKLAMO? LOOKING FOR SUMMER JOB FOR STUDENTS KASI SA BALATAS. THANKS.,employment
Please be informed that low water pressure tuwing umaga in the vicinity of Santa Cruz.,utilities
Magtatanong lang po regarding walang segregation policy sa Liboton?,waste_management
HELP. WALA PA KAMING NATATNGGAP NA AYUDA S IGUALDAD. PLS FIX.,social_services
TO THE CITY GOVERNMENT: MEDICAL ASSISTANCE FOR INDIGENT HERE IN TRIANGULO. PLEASE INVESTIGATE.,social_services
"Sir/Ma'am, pa-check naman po ng Magsaysay Avenue, penalty for littering inquiry po kasi.",waste_management
"Jusko, unpaid overtime pay nanaman sa Mabolo. Ilang araw na to.",employment
"Jusko, bulky waste pickup request nanaman sa San Francisco. Ilang araw na to.",waste_management
Concern lng re: pagtapon ng basura s ilog s Tinago.,waste_management
Please be informed that faded pedestrian lane markings in the vicinity of LCC Mall.,traffic
"Kami po ay taga San Francisco, report ko lang na calamity loan inquiry.",social_services
Urgent: calamity loan inquiry d2 s Abella.,social_services
"Ask ko lang po kung may action na, diarrhea outbreak due to dirty water kasi dito sa Concepcion Grande.",health
Anyone from city hall? malnourished children feeding program here in Tinago. So hassle.,health
Huy pansinin niyo naman to. diarrhea outbreak due to dirty water sa Abella. Nakaka-stress!,health
To the City Government: sobrang dilim ng eskinita here in Plaza Rizal. Please investigate.,public_safety
Reporting a concern regarding di hinahakot ang nabubulok at Calauag.,waste_management
"Concerned lang po kami sa mga bata, penalty for littering inquiry dito sa Centro.",waste_management
Gud pm. barngay hall renovation request s SM Naga area. Tnx.,infrastructure
Report ko lng pest control request for barngay hall d2 s Concepcion Grande.,sanitation
"Shoutout sa LGU, ubos na ang gamot sa center sa Dinaga. Please actionan agad.",health
"Shoutout sa LGU, marumi ang tubig na lumalabas sa gripo sa Carolina. Please actionan agad.",sanitation
"Concerned lang po kami sa mga bata, openings for construction workers dito sa Abella.",employment
"Grabe naman, bitak-bitak na ang pader dito sa Plaza Rizal! Ano na??",infrastructure
"Grabe naman, meter reading error complaint dito sa Concepcion Pequeña! Ano na??",utilities
"Concerned lang po kami sa mga bata, amoy imbornal ang paligid dito sa Dayangdang.",sanitation
I would like to report that ipis infestation sa public market in Cararayan.,sanitation
"grabe naman, may magnanakaw na umaaligid dito sa igualdad! ano na??",public_safety
Kailan po kaya maayos ang Diversion Road? double parking sa main road po kasi.,traffic
Concern lng re: lost id replacement process s San Francisco.,social_services
"Jusko, need oxygen tank assistance nanaman sa Dinaga. Ilang araw na to.",health
Update po s pest control request for barngay hall s Bagumbayan? Wala pa action.,sanitation
Kailan po kaya maayos ang Sabang? nawalan ng internet connection po kasi.,utilities
"Concerned lang po kami sa mga bata, double parking sa main road dito sa Mabolo.",traffic
"Kami po ay taga Bicol Central Station, report ko lang na lost id replacement process.",social_services
Please be informed that marumi ang tubig na lumalabas sa gripo in the vicinity of Ateneo Avenue.,sanitation
Urgent: road rage incident report d2 s Sabng.,traffic
To the City Government: puno na ang septic tank here in Jesse Robredo Coliseum. Please investigate.,sanitation
"Kami po ay taga Balatas, report ko lang na 4ps beneficiary inquiry.",social_services
Pwede ba mag-reklamo? faded pedestrian lane markings kasi sa Dinaga. Thanks.,traffic
Concern lng re: clogged drainage causing smell s Bicol Central Station.,sanitation
Formal complaint: road widening project delay located in Metropolitan Cathedral.,infrastructure
"Concerned lang po kami sa mga bata, public toilet walang tubig at madumi dito sa Peñafrancia.",sanitation
Help. sumabog ng transformer s Concepcion Pequeña. Pls fix.,utilities
Help. dumi ng aso s sidewalk s Plaza Rizal. Pls fix.,sanitation
Anyone from city hall? gang war threat here in Abella. So hassle.,public_safety
"Concerned lang po kami sa mga bata, illegal dumping site sa vacant lot dito sa Centro.",waste_management
"Grabe naman, requesting police visibility dito sa Plaza Rizal! Ano na??",public_safety
Magtatanong lang po regarding fluctuating ang kuryente sa San Isidro?,utilities
Please be informed that collapsed riprap sa ilog in the vicinity of Carolina.,infrastructure
"Jusko, riot ng mga kabataan kagabi nanaman sa Tinago. Ilang araw na to.",public_safety
"Kami po ay taga Dinaga, report ko lang na kulang ang binigay na relief goods.",social_services
I would like to report that sparking wires sa poste in Del Rosario.,utilities
Help. water pipe leak s kalsda s Plaza Quince. Pls fix.,utilities
Update po s lost id replacement process s Peñafrancia? Wala pa action.,social_services
"Concerned lang po kami sa mga bata, naghahanap ng trabaho dito sa Plaza Quince.",employment
"Kami po ay taga LCC Mall, report ko lang na child abuse report.",social_services
"Grabe naman, nakatagilid na ang poste dito sa Cararayan! Ano na??",infrastructure
Reporting a concern regarding pagtapon ng basura sa ilog at Ateneo Avenue.,waste_management
"Grabe naman, traffic enforcer nangongotong dito sa Mabolo! Ano na??",traffic
"SIR/MA'AM, PA-CHECK NAMAN PO NG SABANG, VANDALISM SA PADER NG SCHOOL PO KASI.",public_safety
To the City Government: low water pressure tuwing umaga here in Triangulo. Please investigate.,utilities
Please be informed that may putol na kable sa daan in the vicinity of Dinaga.,utilities
Kailan po kaya maayos ang Triangulo? birthday cash gift for senior po kasi.,social_services
to the city government: basura bumabara sa drainage here in bagumbayan. please investigate.,waste_management
Huy pansinin niyo naman to. nagsusunog ng plastic ang kapitbahay sa Igualdad. Nakaka-stress!,waste_management
Concern lng re: may magnanakaw na umaaligid s Bicol Central Station.,public_safety
"Sir/Ma'am, pa-check naman po ng Del Rosario, basura bumabara sa drainage po kasi.",waste_management
Urgent: malnourished children feeding program d2 s Jesse Robredo Coliseum.,health
Help. basketball court needs renovation s Naga City People's Mall. Pls fix.,infrastructure
"Shoutout sa LGU, inom sa kalsada hanggang madaling araw sa Concepcion Grande. Please actionan agad.",public_safety
Magtatanong lang po regarding curfew violation ng mga minor sa Panicuason?,public_safety
"JUSKO, JEEPNEY CUTTING TRIP VIOLATION NANAMAN SA LERMA. ILANG ARAW NA TO.",traffic
Magtatanong lang po regarding counter-flow na tricycle sa Balatas?,traffic
"Concerned lang po kami sa mga bata, clogged drainage causing smell dito sa Triangulo.",sanitation
Report ko lng drainage cover is missing d2 s Plaza Rizal.,infrastructure
Gud pm. requesting ambulance assistance s Ecology Park. Tnx.,health
Fyi nagsusunog ng plastic ng kapitbahay s Tabuco.,waste_management
Reporting a concern regarding senior citizen pension delay at Mabolo.,social_services
Formal complaint: tuberculosis medication out of stock located in Bagumbayan.,health
Help. vandalism s pader ng school s Metropolitan Cathedral. Pls fix.,public_safety
"Kami po ay taga Centro, report ko lang na sira ang tulay, delikado.",infrastructure
"Concerned lang po kami sa mga bata, cash for work payout delay dito sa Dinaga.",employment
"Concerned lang po kami sa mga bata, calamity loan inquiry dito sa Igualdad.",social_services
Reporting a concern regarding burial assistance request at San Isidro.,social_services
Huy pansinin niyo naman to. sobrang ingay ng videoke sa Plaza Rizal. Nakaka-stress!,public_safety
Concern lng re: calamity loan inquiry s Tringulo.,social_services
Please be informed that di hinahakot ang nabubulok in the vicinity of Santa Cruz.,waste_management
"Sir/Ma'am, pa-check naman po ng Dinaga, puno na ang septic tank po kasi.",sanitation
"Kami po ay taga Ecology Park, report ko lang na riot ng mga kabataan kagabi.",public_safety
"Concerned lang po kami sa mga bata, water pipe leak sa kalsada dito sa Triangulo.",utilities
Parang wala namang action. bulky waste pickup request pa rin sa Metropolitan Cathedral.,waste_management
Reporting a concern regarding jeepney cutting trip violation at Calauag.,traffic
"SHOUTOUT SA LGU, GRABE ANG TRAFFIC NGAYON SA TINAGO. PLEASE ACTIONAN AGAD.",traffic
Good day. We are requesting assistance because composting facility foul odor at Concepcion Grande.,waste_management
Parang wala namang action. sira ang traffic light pa rin sa Tabuco.,traffic
I would like to report that ipis infestation sa public market in Centro.,sanitation
gud pm. counter-flow na tricycle s bicol central station. tnx.,traffic
UPDATE PO S HINDI DUMAAN NG GARBAGE TRUCK S PACOL? WALA PA ACTION.,waste_management
Kailan po kaya maayos ang Ateneo Avenue? hindi dumaan ang garbage truck po kasi.,waste_management
"Jusko, requesting ambulance assistance nanaman sa SM Naga area. Ilang araw na to.",health
Concern lng re: dumi ng aso s sidewalk s Panicuason.,sanitation
Report ko lng looking for summer job for students d2 s Plaza Quince.,employment
Please be informed that sparking wires sa poste in the vicinity of Ecology Park.,utilities
Formal complaint: may nag-aaway na lasing located in Sabang.,public_safety
"Kami po ay taga Peñafrancia, report ko lang na faded pedestrian lane markings.",traffic
Fyi contractualization issue s Plaza Quince.,employment
Concern lng re: senior citizen pension delay s Panicuason.,social_services
Urgent: sobrng dilim ng eskinita d2 s Diversion Road.,public_safety
"Shoutout sa LGU, tanod sleeping on duty sa Cararayan. Please actionan agad.",public_safety
Good day. We are requesting assistance because pest control request for barangay hall at Plaza Rizal.,sanitation
"Grabe naman, shocking electricity bill amount dito sa Concepcion Pequeña! Ano na??",utilities
Report ko lng inquiry for DOLE TUPAD program d2 s Ateneo Avenue.,employment
Good day. We are requesting assistance because hiring ba ng security guard at Peñafrancia.,employment
Concern lng re: looking for summer job for students s Concepcion Pequeña.,employment
Anyone from city hall? defective solar lights here in Triangulo. So hassle.,infrastructure
Help. inquiry for DOLE TUPAD program s Metropolitan Cathedral. Pls fix.,employment
Anyone from city hall? di hinahakot ang nabubulok here in Dinaga. So hassle.,waste_management
Update po s brownout nanaman d2 s Mabolo? Wala pa action.,utilities
Report ko lng kalat ng basura s park d2 s Diversion Road.,waste_management
Good day. We are requesting assistance because employer not paying SSS contribution at Carolina.,employment
parang wala namang action. sobrang dilim ng eskinita pa rin sa panganiban drive.,public_safety
"Jusko, diarrhea outbreak due to dirty water nanaman sa UNC gate. Ilang araw na to.",health
Report ko lng tanod sleeping on duty d2 s Ateneo Avenue.,public_safety
To the City Government: maraming bata ang nilalagnat here in Carolina. Please investigate.,health
Fyi road obstruction by vendors s Sabng.,traffic
"Ask ko lang po kung may action na, hiring ba ng security guard kasi dito sa Liboton.",employment
formal complaint: brownout nanaman dito located in san isidro.,utilities
Help. marumi ng tubig na lumalabas s gripo s Sabng. Pls fix.,sanitation
Huy pansinin niyo naman to. di hinahakot ang nabubulok sa Mabolo. Nakaka-stress!,waste_management
Update po s employer not paying SSS contribution s Tinago? Wala pa action.,employment
Good day. We are requesting assistance because cash for work payout delay at Lerma.,employment
Anyone from city hall? openings for construction workers here in Plaza Rizal. So hassle.,employment
"JUSKO, TESDA TRAINING SCHEDULE INQUIRY NANAMAN SA PACOL. ILANG ARAW NA TO.",employment
To the City Government: brownout nanaman dito here in San Felipe. Please investigate.,utilities
Gud pm. pest control request for barngay hall s Dayngdng. Tnx.,sanitation
Kailan po kaya maayos ang SM Naga area? need namin ng schedule for anti-rabies po kasi.,health
update po s public toilet walng tubig at madumi s tinago? wala pa action.,sanitation
Gud pm. tanod sleeping on duty s Calauag. Tnx.,public_safety
Help. flu outbreak s area namin s Tringulo. Pls fix.,health
concern lng re: ipis infestation s public market s bagumbayan.,sanitation
"Ask ko lang po kung may action na, curfew violation ng mga minor kasi dito sa Calauag.",public_safety
Huy pansinin niyo naman to. tricycle overcharging fare sa Carolina. Nakaka-stress!,traffic
Magtatanong lang po regarding drag racing ng motor sa gabi sa Plaza Quince?,public_safety
Urgent: sobrng dilim ng eskinita d2 s Igualdad.,public_safety
"Sir/Ma'am, pa-check naman po ng Panganiban Drive, feeding program request for kids po kasi.",social_services
Kailan po kaya maayos ang Ecology Park? contractualization issue po kasi.,employment
"Sir/Ma'am, pa-check naman po ng Centro, feeding program request for kids po kasi.",social_services
"Ask ko lang po kung may action na, feeding program request for kids kasi dito sa Calauag.",social_services
Fyi tricycle overcharging fare s Metropolitan Cathedral.,traffic
Reporting a concern regarding defective solar lights at Cararayan.,infrastructure
"Ask ko lang po kung may action na, kalat ang basura sa park kasi dito sa Sabang.",waste_management
Pwede ba mag-reklamo? suspicious drug related activity kasi sa Santa Cruz. Thanks.,public_safety
Formal complaint: senior citizen pension delay located in Carolina.,social_services
Pwede ba mag-reklamo? jeepney cutting trip violation kasi sa Diversion Road. Thanks.,traffic
i would like to report that nagsusunog ng plastic ang kapitbahay in plaza quince.,waste_management
Formal complaint: dumi ng aso sa sidewalk located in Concepcion Grande.,sanitation
Formal complaint: tanod sleeping on duty located in LCC Mall.,public_safety
"Ask ko lang po kung may action na, water pipe leak sa kalsada kasi dito sa Tabuco.",utilities
Formal complaint: illegal dumping site sa vacant lot located in Tabuco.,waste_management
Magtatanong lang po regarding sparking wires sa poste sa UNC gate?,utilities
"kami po ay taga dayangdang, report ko lang na inom sa kalsada hanggang madaling araw.",public_safety
Kailan po kaya maayos ang Abella? burial assistance request po kasi.,social_services
"ask ko lang po kung may action na, shocking electricity bill amount kasi dito sa naga city people's mall.",utilities
Huy pansinin niyo naman to. water pipe leak sa kalsada sa San Francisco. Nakaka-stress!,utilities
Concern lng re: cctv camera not working s Dayngdng.,infrastructure
"Grabe naman, unfinished road works causing traffic dito sa Ecology Park! Ano na??",infrastructure
"Sir/Ma'am, pa-check naman po ng Santa Cruz, burial assistance request po kasi.",social_services
I would like to report that requesting police visibility in Tinago.,public_safety
Please be informed that delayed ang sweldo ng workers in the vicinity of Triangulo.,employment
PARANG WALA NAMANG ACTION. BULKY WASTE PICKUP REQUEST PA RIN SA PANGANIBAN DRIVE.,waste_management
"Ask ko lang po kung may action na, penalty for littering inquiry kasi dito sa Concepcion Grande.",waste_management
"Ask ko lang po kung may action na, jeepney cutting trip violation kasi dito sa Santa Cruz.",traffic
"Grabe naman, kailan ang schedule ng hakot dito sa Abella! Ano na??",waste_management
"Kami po ay taga Santa Cruz, report ko lang na naghahanap ng trabaho.",employment
Pwede ba mag-reklamo? diarrhea outbreak due to dirty water kasi sa Pacol. Thanks.,health
Anyone from city hall? dumi ng aso sa sidewalk here in Ateneo Avenue. So hassle.,sanitation
Report ko lng naghahanap ng trabaho d2 s Tabuco.,employment
"Jusko, colorum vehicles operating nanaman sa Metropolitan Cathedral. Ilang araw na to.",traffic
Report ko lng sira ng bubong ng waiting shed d2 s Abella.,infrastructure
"Kami po ay taga Plaza Quince, report ko lang na sobrang baho ng kanal.",sanitation
"ASK KO LANG PO KUNG MAY ACTION NA, MABAHO ANG POULTRY SA RESIDENTIAL AREA KASI DITO SA PANGANIBAN DRIVE.",sanitation
"Huy pansinin niyo naman to. daming lamok, need fumigation sa Concepcion Grande. Nakaka-stress!",health
Parang wala namang action. diarrhea outbreak due to dirty water pa rin sa San Felipe.,health
Anyone from city hall? tricycle overcharging fare here in Carolina. So hassle.,traffic
"Kami po ay taga Peñafrancia, report ko lang na daming lamok, need fumigation.",health
Parang wala namang action. traffic rerouting confusion pa rin sa Santa Cruz.,traffic
"Ask ko lang po kung may action na, basurahan sa plaza puno na kasi dito sa Ecology Park.",waste_management
I would like to report that illegal jumper connection report in Lerma.,utilities
Formal complaint: drag racing ng motor sa gabi located in San Felipe.,public_safety
Kailan po kaya maayos ang Abella? hiring ba ng security guard po kasi.,employment
Please be informed that sobrang baho ng kanal in the vicinity of Metropolitan Cathedral.,sanitation
I would like to report that kulang ang binigay na relief goods in Naga City People's Mall.,social_services
"SHOUTOUT SA LGU, BASURA BUMABARA SA DRAINAGE SA CARARAYAN. PLEASE ACTIONAN AGAD.",waste_management
Report ko lng unannounced water interruption d2 s Bicol Central Station.,utilities
"Ask ko lang po kung may action na, ipis infestation sa public market kasi dito sa Del Rosario.",sanitation
"ask ko lang po kung may action na, road obstruction by vendors kasi dito sa jesse robredo coliseum.",traffic
Help. grabe ng traffic ngayon s Concepcion Pequeña. Pls fix.,traffic
Pwede ba mag-reklamo? loading/unloading violation kasi sa Tabuco. Thanks.,traffic
"Concerned lang po kami sa mga bata, mabaho ang poultry sa residential area dito sa Dinaga.",sanitation
Parang wala namang action. lost id replacement process pa rin sa San Isidro.,social_services
UPDATE PO S NAGSUSUNOG NG PLASTIC NG KAPITBAHAY S SAN FRANCISCO? WALA PA ACTION.,waste_management
Please be informed that cctv camera not working in the vicinity of Tinago.,infrastructure
Kailan po kaya maayos ang Pacol? low water pressure tuwing umaga po kasi.,utilities
To the City Government: bulky waste pickup request here in Magsaysay Avenue. Please investigate.,waste_management
Fyi hiring ba ng security guard s Igualdad.,employment
formal complaint: mabaho ang poultry sa residential area located in tinago.,sanitation
"Grabe naman, nagsusunog ng plastic ang kapitbahay dito sa Sabang! Ano na??",waste_management
"Concerned lang po kami sa mga bata, calamity loan inquiry dito sa Plaza Quince.",social_services
Good day. We are requesting assistance because walang doctor sa health center at Peñafrancia.,health
"Kami po ay taga Cararayan, report ko lang na kulang ang binigay na relief goods.",social_services
GOOD DAY. WE ARE REQUESTING ASSISTANCE BECAUSE GANG WAR THREAT AT LIBOTON.,public_safety
"Shoutout sa LGU, wala pa kaming natatanggap na ayuda sa Dayangdang. Please actionan agad.",social_services
"Jusko, walang available na covid vaccine nanaman sa Dinaga. Ilang araw na to.",health
Huy pansinin niyo naman to. walang garbage collector personnel sa San Isidro. Nakaka-stress!,waste_management
MAGTATANONG LANG PO REGARDING STRAY DOGS CHASING PEOPLE SA SANTA CRUZ?,health
Parang wala namang action. sira ang bubong ng waiting shed pa rin sa Concepcion Grande.,infrastructure
"Sir/Ma'am, pa-check naman po ng UNC gate, discrimination sa hiring process po kasi.",employment
Update po s tambak na basura s kalsda s Magsysy Avenue? Wala pa action.,sanitation
Gud pm. livelihood program for mothers s Ateneo Avenue. Tnx.,employment
Please be informed that child abuse report in the vicinity of San Felipe.,social_services
"Shoutout sa LGU, sobrang dilim ng eskinita sa Centro. Please actionan agad.",public_safety
Pwede ba mag-reklamo? walang sidewalk na madaanan kasi sa Tinago. Thanks.,infrastructure
"Jusko, amoy imbornal ang paligid nanaman sa Magsaysay Avenue. Ilang araw na to.",sanitation
Urgent: traffic enforcer nngongotong d2 s SM Naga area.,traffic
Kailan po kaya maayos ang Carolina? road widening project delay po kasi.,infrastructure
fyi public toilet walng tubig at madumi s balatas.,sanitation
"Kami po ay taga Concepcion Grande, report ko lang na clogged drainage causing smell.",sanitation
Urgent: estero needs cleaning d2 s Tinago.,sanitation
"Kami po ay taga Liboton, report ko lang na basketball court needs renovation.",infrastructure
Please be informed that medical assistance for indigent in the vicinity of San Francisco.,social_services
Kailan po kaya maayos ang Abella? dumi ng aso sa sidewalk po kasi.,sanitation
Gud pm. basurahan s plaza puno na s Jesse Robredo Coliseum. Tnx.,waste_management
Concern lng re: discrimination s hiring process s Bicol Central Station.,employment
Pwede ba mag-reklamo? grabe ang traffic ngayon kasi sa SM Naga area. Thanks.,traffic
I would like to report that sobrang baho ng kanal in Bagumbayan.,sanitation
GOOD DAY. WE ARE REQUESTING ASSISTANCE BECAUSE KULANG ANG BINIGAY NA RELIEF GOODS AT PANGANIBAN DRIVE.,social_services
"Sir/Ma'am, pa-check naman po ng Diversion Road, lost id replacement process po kasi.",social_services
Parang wala namang action. road rage incident report pa rin sa Bagumbayan.,traffic
"Ask ko lang po kung may action na, truck ban inquiry time kasi dito sa Cararayan.",traffic
Good day. We are requesting assistance because traffic enforcer nangongotong at Dayangdang.,traffic
"Concerned lang po kami sa mga bata, contractualization issue dito sa Triangulo.",employment
"Jusko, akyat bahay incident report nanaman sa San Isidro. Ilang araw na to.",public_safety
"Concerned lang po kami sa mga bata, child abuse report dito sa Jesse Robredo Coliseum.",social_services
Kailan po kaya maayos ang Mabolo? solo parent benefits inquiry po kasi.,social_services
Urgent: inom s kalsda hnggng madaling araw d2 s Tinago.,public_safety
Urgent: wala pa kaming natatnggap na ayuda d2 s Del Rosrio.,social_services
Good day. We are requesting assistance because maraming bata ang nilalagnat at Tinago.,health
Formal complaint: barangay hall renovation request located in Calauag.,infrastructure
To the City Government: nagsusunog ng plastic ang kapitbahay here in Plaza Rizal. Please investigate.,waste_management
Urgent: brownout nanaman d2 d2 s Sabng.,utilities
"ask ko lang po kung may action na, no entry violation reports kasi dito sa pacol.",traffic
"Kami po ay taga Concepcion Pequeña, report ko lang na unfair labor practice sa trabaho.",employment
I would like to report that pagtapon ng basura sa ilog in Liboton.,waste_management
Help. tanod sleeping on duty s Dinaga. Pls fix.,public_safety
"Concerned lang po kami sa mga bata, drainage cover is missing dito sa Pacol.",infrastructure
"Grabe naman, kailan ang schedule ng hakot dito sa SM Naga area! Ano na??",waste_management
"Jusko, water pipe leak sa kalsada nanaman sa Plaza Quince. Ilang araw na to.",utilities
Huy pansinin niyo naman to. dumi ng aso sa sidewalk sa SM Naga area. Nakaka-stress!,sanitation
"Sir/Ma'am, pa-check naman po ng Centro, drag racing ng motor sa gabi po kasi.",public_safety
"kami po ay taga plaza rizal, report ko lang na low water pressure tuwing umaga.",utilities
Report ko lng sobrng hina ng signal d2 s Pacol.,utilities
"Kami po ay taga LCC Mall, report ko lang na slippery pathway due to moss.",infrastructure
Fyi traffic enforcer nngongotong s Metropolitan Cathedral.,traffic
Pwede ba mag-reklamo? counter-flow na tricycle kasi sa Plaza Quince. Thanks.,traffic
Report ko lng nagkalat na used face masks d2 s Concepcion Grande.,sanitation
"kami po ay taga sabang, report ko lang na vawc desk assistance needed.",social_services
"Kami po ay taga Dinaga, report ko lang na walang segregation policy.",waste_management
CONCERN LNG RE: FINANCIAL AID FOR POOR STUDENTS S BAGUMBAYAN.,social_services
"Ask ko lang po kung may action na, ang lalim ng lubak sa daan kasi dito sa Cararayan.",infrastructure
Fyi looking for summer job for students s Peñafrancia.,employment
Please be informed that requesting ambulance assistance in the vicinity of Concepcion Grande.,health
Kailan po kaya maayos ang Balatas? walang segregation policy po kasi.,waste_management
Urgent: requesting police visibility d2 s Mabolo.,public_safety
Reporting a concern regarding unfinished road works causing traffic at Bicol Central Station.,infrastructure
"Sir/Ma'am, pa-check naman po ng LCC Mall, requesting ambulance assistance po kasi.",health
Pwede ba mag-reklamo? employer not paying SSS contribution kasi sa Dayangdang. Thanks.,employment
Good day. We are requesting assistance because walang sidewalk na madaanan at Cararayan.,infrastructure
"Ask ko lang po kung may action na, fluctuating ang kuryente kasi dito sa San Francisco.",utilities
Please be informed that malnourished children feeding program in the vicinity of Panicuason.,health
Help. road obstruction by vendors s Balatas. Pls fix.,traffic
Please be informed that may nag-aaway na lasing in the vicinity of Concepcion Grande.,public_safety
Anyone from city hall? cash for work payout delay here in Concepcion Pequeña. So hassle.,employment
Report ko lng child abuse report d2 s Ateneo Avenue.,social_services
"Kami po ay taga Triangulo, report ko lang na recycling inquiry.",waste_management
Urgent: illegal parking s kalsda d2 s Peñafrancia.,traffic
"Concerned lang po kami sa mga bata, nawalan ng internet connection dito sa Ateneo Avenue.",utilities
Fyi truck ban inquiry time s Liboton.,traffic
Magtatanong lang po regarding nagkalat na used face masks sa Mabolo?,sanitation
To the City Government: vandalism sa pader ng school here in Sabang. Please investigate.,public_safety
Concern lng re: sira ng bubong ng waiting shed s San Isidro.,infrastructure
Reporting a concern regarding nagkalat na used face masks at San Isidro.,sanitation
Reporting a concern regarding basurahan sa plaza puno na at Calauag.,waste_management
"Kami po ay taga Sabang, report ko lang na estero needs cleaning.",sanitation
Fyi requesting ambulance assistance s Peñafrancia.,health
"Grabe naman, snatching incident sa kanto dito sa Diversion Road! Ano na??",public_safety
Parang wala namang action. need oxygen tank assistance pa rin sa Bicol Central Station.,health
Parang wala namang action. akyat bahay incident report pa rin sa Panganiban Drive.,public_safety
"Kami po ay taga Diversion Road, report ko lang na road obstruction by vendors.",traffic
"Kami po ay taga Ateneo Avenue, report ko lang na tuberculosis medication out of stock.",health
Good day. We are requesting assistance because traffic rerouting confusion at Sabang.,traffic
"Shoutout sa LGU, collapsed riprap sa ilog sa Santa Cruz. Please actionan agad.",infrastructure
Gud pm. stray dogs chasing people s Ateneo Avenue. Tnx.,health
"Kami po ay taga Panganiban Drive, report ko lang na suspicious drug related activity.",public_safety
Good day. We are requesting assistance because walang tubig simula kanina at Abella.,utilities
Pwede ba mag-reklamo? solo parent benefits inquiry kasi sa Centro. Thanks.,social_services
Urgent: pest control request for barngay hall d2 s Diversion Road.,sanitation
To the City Government: paano kumuha ng pwd id here in Panganiban Drive. Please investigate.,social_services
Huy pansinin niyo naman to. marumi ang tubig na lumalabas sa gripo sa Dinaga. Nakaka-stress!,sanitation
"Ask ko lang po kung may action na, meter reading error complaint kasi dito sa Magsaysay Avenue.",utilities
"Ask ko lang po kung may action na, requesting ambulance assistance kasi dito sa SM Naga area.",health
To the City Government: stray dogs chasing people here in Igualdad. Please investigate.,health
Reporting a concern regarding bitak-bitak na ang pader at Pacol.,infrastructure
Pwede ba mag-reklamo? medical certificate request for indigent kasi sa Plaza Rizal. Thanks.,health
"KAMI PO AY TAGA PANGANIBAN DRIVE, REPORT KO LANG NA STRAY DOGS CHASING PEOPLE.",health
Fyi flu outbreak s area namin s Panicuason.,health
"Ask ko lang po kung may action na, ubos na ang gamot sa center kasi dito sa Naga City People's Mall.",health
Concern lng re: requesting ambulance assistance s Concepcion Pequeña.,health
"Grabe naman, public toilet walang tubig at madumi dito sa Panicuason! Ano na??",sanitation
Fyi colorum vehicles operating s Pnganiban Drive.,traffic
"Kami po ay taga Triangulo, report ko lang na low water pressure tuwing umaga.",utilities
Kailan po kaya maayos ang Dayangdang? road widening project delay po kasi.,infrastructure
Gud pm. calamity loan inquiry s Ecology Park. Tnx.,social_services
Pwede ba mag-reklamo? calamity loan inquiry kasi sa Plaza Quince. Thanks.,social_services
Fyi traffic enforcer nngongotong s Jesse Robredo Coliseum.,traffic
Report ko lng hindi dumaan ng garbage truck d2 s Panicuason.,waste_management
Pwede ba mag-reklamo? nagkalat na used face masks kasi sa San Isidro. Thanks.,sanitation
Gud pm. unpaid overtime pay s Concepcion Pequeña. Tnx.,employment
"Ask ko lang po kung may action na, nakatagilid na ang poste kasi dito sa Dayangdang.",infrastructure
Parang wala namang action. walang benefits na binibigay pa rin sa San Felipe.,employment
"Concerned lang po kami sa mga bata, cctv camera not working dito sa Centro.",infrastructure
Urgent: sobrng dilim ng eskinita d2 s LCC Mall.,public_safety
Huy pansinin niyo naman to. cash for work payout delay sa Magsaysay Avenue. Nakaka-stress!,employment
"Grabe naman, hindi dumaan ang garbage truck dito sa Abella! Ano na??",waste_management
Report ko lng drag racing ng motor s gabi d2 s Ecology Park.,public_safety
To the City Government: pagtapon ng basura sa ilog here in Concepcion Pequeña. Please investigate.,waste_management
Parang wala namang action. vandalism sa pader ng school pa rin sa Plaza Rizal.,public_safety
Update po s dead spot area for globe/smart s Liboton? Wala pa action.,utilities
Parang wala namang action. burial assistance request pa rin sa Liboton.,social_services
"Jusko, may patay na daga sa daan nanaman sa Peñafrancia. Ilang araw na to.",sanitation
To the City Government: penalty for littering inquiry here in Dayangdang. Please investigate.,waste_management
"Sir/Ma'am, pa-check naman po ng Del Rosario, basurahan sa plaza puno na po kasi.",waste_management
Kailan po kaya maayos ang Mabolo? curfew violation ng mga minor po kasi.,public_safety
Report ko lng unannounced water interruption d2 s Liboton.,utilities
"Jusko, mabaho ang poultry sa residential area nanaman sa Tinago. Ilang araw na to.",sanitation
Good day. We are requesting assistance because road widening project delay at San Isidro.,infrastructure
Fyi financial aid for poor students s Pacol.,social_services
To the City Government: inom sa kalsada hanggang madaling araw here in Diversion Road. Please investigate.,public_safety
To the City Government: pest control request for barangay hall here in Liboton. Please investigate.,sanitation
"Ask ko lang po kung may action na, hiring ba ng security guard kasi dito sa Peñafrancia.",employment
Fyi low water pressure tuwing umaga s Calauag.,utilities
To the City Government: status of scholarship application here in Naga City People's Mall. Please investigate.,social_services
Help. cctv camera not working s Centro. Pls fix.,infrastructure
